index,_check,checking_peer,state,time
2218,1109,kclayton,Failure,00:29:00
2219,1110,vearleen,Start,00:07:00
2220,1110,vearleen,Success,00:22:00
2221,1111,ctrevino,Start,00:15:00
2222,1111,ctrevino,Success,00:29:00
2223,1112,cgamble,Start,00:06:00
2224,1112,cgamble,Success,00:42:00
2225,1113,mfuentes,Start,00:02:00
2226,1113,mfuentes,Failure,01:01:00
2227,1114,cmurphy,Start,00:04:00
2228,1114,cmurphy,Failure,00:24:00
2229,1115,hbethann,Start,00:12:00
2230,1115,hbethann,Failure,00:58:00
2231,1116,vearleen,Start,00:09:00
2232,1116,vearleen,Success,00:36:00
2233,1117,lcardiga,Start,00:02:00
2234,1117,lcardiga,Success,00:36:00
2235,1118,cfry,Start,00:03:00
2236,1118,cfry,Success,00:31:00
2237,1119,cmurphy,Start,00:07:00
2238,1119,cmurphy,Success,00:50:00
2239,1120,abarker,Start,00:09:00
2240,1120,abarker,Success,00:25:00
2241,1121,amccormick,Start,00:01:00
2242,1121,amccormick,Success,00:49:00
2243,1122,cchoi,Start,00:01:00
2244,1122,cchoi,Success,00:10:00
2245,1123,kmullins,Start,00:08:00
2246,1123,kmullins,Failure,00:55:00
2247,1124,bleonard,Start,00:06:00
2248,1124,bleonard,Failure,00:43:00
2249,1125,bcameron,Start,00:04:00
2250,1125,bcameron,Success,00:24:00
2251,1126,kmullins,Start,00:05:00
2252,1126,kmullins,Success,01:01:00
2253,1127,cchoi,Start,00:09:00
2254,1127,cchoi,Success,00:33:00
2255,1128,wcary,Start,00:03:00
2256,1128,wcary,Success,00:46:00
2257,1129,kshannon,Start,00:08:00
2258,1129,kshannon,Failure,00:20:00
2259,1130,rvalencia,Start,00:08:00
2260,1130,rvalencia,Success,00:28:00
2261,1131,cmurphy,Start,00:06:00
2262,1131,cmurphy,Success,00:43:00
2263,1132,cfry,Start,00:06:00
2264,1132,cfry,Failure,00:54:00
2265,1133,vearleen,Start,00:02:00
2266,1133,vearleen,Failure,00:56:00
2267,1134,bcameron,Start,00:01:00
2268,1134,bcameron,Success,00:38:00
2269,1135,abowers,Start,00:06:00
2270,1135,abowers,Success,00:59:00
2271,1136,mpierce,Start,00:07:00
2272,1136,mpierce,Success,00:31:00
2273,1137,kclayton,Start,00:06:00
2274,1137,kclayton,Success,00:47:00
2275,1138,jwagoner,Start,00:05:00
2276,1138,jwagoner,Failure,00:12:00
2277,1139,alee,Start,00:08:00
2278,1139,alee,Failure,00:44:00
2279,1140,cmurphy,Start,00:01:00
2280,1140,cmurphy,Success,00:20:00
2281,1141,kmullins,Start,00:04:00
2282,1141,kmullins,Success,00:17:00
2283,1142,rmcbride,Start,00:09:00
2284,1142,rmcbride,Failure,00:49:00
2285,1143,gmcpherson,Start,00:04:00
2286,1143,gmcpherson,Success,00:48:00
2287,1144,kmullins,Start,00:13:00
2288,1144,kmullins,Success,00:39:00
2289,1145,gmcpherson,Start,00:05:00
2290,1145,gmcpherson,Success,00:35:00
2291,1146,dkaplan,Start,00:06:00
2292,1146,dkaplan,Failure,00:24:00
2293,1147,rvalencia,Start,00:07:00
2294,1147,rvalencia,Failure,00:35:00
2295,1148,abarnes,Start,00:03:00
2296,1148,abarnes,Success,00:11:00
2297,1149,vearleen,Start,00:10:00
2298,1149,vearleen,Failure,00:58:00
2299,1150,aclay,Start,00:09:00
2300,1150,aclay,Success,01:06:00
2301,1151,rvalencia,Start,00:17:00
2302,1151,rvalencia,Success,00:53:00
2303,1152,cfry,Start,00:20:00
2304,1152,cfry,Failure,01:07:00
2305,1153,vearleen,Start,00:05:00
2306,1153,vearleen,Success,00:22:00
2307,1154,jclay,Start,00:08:00
2308,1154,jclay,Success,00:37:00
2309,1155,gmcpherson,Start,00:06:00
2310,1155,gmcpherson,Success,00:55:00
2311,1156,kmullins,Start,00:04:00
2312,1156,kmullins,Success,00:26:00
2313,1157,jgallegos,Start,00:11:00
2314,1157,jgallegos,Success,00:16:00
2315,1158,awest,Start,00:17:00
2316,1158,awest,Success,00:59:00
2317,1159,fkaiser,Start,00:09:00
2318,1159,fkaiser,Success,00:28:00
2319,1160,msandoval,Start,00:16:00
2320,1160,msandoval,Success,00:44:00
2321,1161,gwade,Start,00:03:00
2322,1161,gwade,Success,00:09:00
2323,1162,dwaller,Start,00:01:00
2324,1162,dwaller,Success,00:48:00
2325,1163,jclay,Start,00:09:00
2326,1163,jclay,Success,00:52:00
2327,1164,bleonard,Start,00:15:00
2328,1164,bleonard,Success,00:59:00
2329,1165,abowers,Start,00:16:00
2330,1165,abowers,Success,00:48:00
2331,1166,abowers,Start,00:06:00
2332,1166,abowers,Success,00:29:00
2333,1167,mgarner,Start,00:04:00
2334,1167,mgarner,Success,00:12:00
2335,1168,ahill,Start,00:05:00
2336,1168,ahill,Success,00:18:00
2337,1169,rlarson,Start,00:02:00
2338,1169,rlarson,Failure,00:54:00
2339,1170,bleonard,Start,00:03:00
2340,1170,bleonard,Success,00:08:00
2341,1171,lhorn,Start,00:01:00
2342,1171,lhorn,Success,00:52:00
2343,1172,vearleen,Start,00:02:00
2344,1172,vearleen,Success,00:27:00
2345,1173,gwade,Start,00:07:00
2346,1173,gwade,Failure,00:32:00
2347,1174,fkaiser,Start,00:02:00
2348,1174,fkaiser,Success,00:35:00
2349,1175,jclay,Start,00:08:00
2350,1175,jclay,Success,00:47:00
2351,1176,rmcbride,Start,00:02:00
2352,1176,rmcbride,Success,00:52:00
2353,1177,abarnes,Start,00:09:00
2354,1177,abarnes,Success,00:56:00
2355,1178,rlarson,Start,00:14:00
2356,1178,rlarson,Success,00:33:00
2357,1179,lcardiga,Start,00:21:00
2358,1179,lcardiga,Success,00:49:00
2359,1180,mpierce,Start,00:30:00
2360,1180,mpierce,Failure,01:05:00
2361,1181,lhorn,Start,00:37:00
2362,1181,lhorn,Failure,01:33:00
2363,1182,dkaplan,Start,00:03:00
2364,1182,dkaplan,Success,00:27:00
2365,1183,kshannon,Start,00:09:00
2366,1183,kshannon,Success,00:52:00
2367,1184,rlarson,Start,00:05:00
2368,1184,rlarson,Success,00:11:00
2369,1185,vearleen,Start,00:08:00
2370,1185,vearleen,Success,00:57:00
2371,1186,mpierce,Start,00:07:00
2372,1186,mpierce,Success,00:20:00
2373,1187,mpierce,Start,00:03:00
2374,1187,mpierce,Success,00:15:00
2375,1188,msandoval,Start,00:04:00
2376,1188,msandoval,Success,00:54:00
2377,1189,mpierce,Start,00:07:00
2378,1189,mpierce,Failure,00:50:00
2379,1190,mgarner,Start,00:02:00
2380,1190,mgarner,Failure,00:07:00
2381,1191,dwaller,Start,00:04:00
2382,1191,dwaller,Success,00:12:00
2383,1192,dwaller,Start,00:03:00
2384,1192,dwaller,Success,00:56:00
2385,1193,mpierce,Start,00:11:00
2386,1193,mpierce,Success,01:03:00
2387,1194,ctrevino,Start,00:14:00
2388,1194,ctrevino,Success,01:00:00
2389,1195,ahill,Start,00:18:00
2390,1195,ahill,Success,00:25:00
2391,1196,elawson,Start,00:02:00
2392,1196,elawson,Failure,00:24:00
2393,1197,senglish,Start,00:09:00
2394,1197,senglish,Success,00:58:00
2395,1198,wcary,Start,00:02:00
2396,1198,wcary,Success,00:41:00
2397,1199,lhorn,Start,00:06:00
2398,1199,lhorn,Success,00:57:00
2399,1200,cgamble,Start,00:15:00
2400,1200,cgamble,Failure,01:10:00
2401,1201,dwaller,Start,00:02:00
2402,1201,dwaller,Success,00:35:00
2403,1202,amccormick,Start,00:04:00
2404,1202,amccormick,Success,00:27:00
2405,1203,abowers,Start,00:06:00
2406,1203,abowers,Success,00:31:00
2407,1204,mpierce,Start,00:12:00
2408,1204,mpierce,Failure,00:42:00
2409,1205,fdonovan,Start,00:14:00
2410,1205,fdonovan,Success,00:26:00
2411,1206,awest,Start,00:04:00
2412,1206,awest,Success,00:55:00
2413,1207,abarnes,Start,00:08:00
2414,1207,abarnes,Success,00:49:00
2415,1208,cmurphy,Start,00:09:00
2416,1208,cmurphy,Failure,00:56:00
2417,1209,rlarson,Start,00:07:00
2418,1209,rlarson,Success,00:47:00
2419,1210,bcameron,Start,00:10:00
2420,1210,bcameron,Success,00:48:00
2421,1211,wcary,Start,00:05:00
2422,1211,wcary,Success,00:36:00
2423,1212,bleonard,Start,00:13:00
2424,1212,bleonard,Success,00:55:00
2425,1213,lcardiga,Start,00:04:00
2426,1213,lcardiga,Success,00:56:00
2427,1214,dwalsh,Start,00:09:00
2428,1214,dwalsh,Success,00:40:00
2429,1215,kshannon,Start,00:04:00
2430,1215,kshannon,Success,00:48:00
2431,1216,lthayer,Start,00:07:00
2432,1216,lthayer,Success,00:29:00
2433,1217,bmcfarland,Start,00:04:00
2434,1217,bmcfarland,Success,00:18:00
2435,1218,dwaller,Start,00:09:00
2436,1218,dwaller,Success,00:32:00
2437,1219,ymoses,Start,00:11:00
2438,1219,ymoses,Failure,00:59:00
2439,1220,aclay,Start,00:14:00
2440,1220,aclay,Success,00:50:00
2441,1221,ahill,Start,00:23:00
2442,1221,ahill,Failure,01:02:00
2443,1222,bleonard,Start,00:29:00
2444,1222,bleonard,Success,00:46:00
2445,1223,bleonard,Start,00:08:00
2446,1223,bleonard,Failure,00:37:00
2447,1224,fhiedi,Start,00:06:00
2448,1224,fhiedi,Success,00:53:00
2449,1225,ymoses,Start,00:04:00
2450,1225,ymoses,Failure,00:55:00
2451,1226,bmcfarland,Start,00:13:00
2452,1226,bmcfarland,Failure,00:55:00
2453,1227,bmelanie,Start,00:04:00
2454,1227,bmelanie,Success,00:56:00
2455,1228,dwaller,Start,00:06:00
2456,1228,dwaller,Success,00:22:00
2457,1229,kclayton,Start,00:07:00
2458,1229,kclayton,Success,00:57:00
2459,1230,abarnes,Start,00:15:00
2460,1230,abarnes,Success,00:56:00
2461,1231,mgarner,Start,00:05:00
2462,1231,mgarner,Success,00:46:00
2463,1232,mgarner,Start,00:11:00
2464,1232,mgarner,Failure,00:43:00
2465,1233,senglish,Start,00:05:00
2466,1233,senglish,Success,00:42:00
2467,1234,bcameron,Start,00:11:00
2468,1234,bcameron,Success,01:10:00
2469,1235,fkaiser,Start,00:06:00
2470,1235,fkaiser,Failure,00:23:00
2471,1236,awest,Start,00:09:00
2472,1236,awest,Success,00:52:00
2473,1237,cfry,Start,00:08:00
2474,1237,cfry,Success,00:49:00
2475,1238,awest,Start,00:08:00
2476,1238,awest,Failure,00:42:00
2477,1239,cfry,Start,00:06:00
2478,1239,cfry,Failure,00:56:00
2479,1240,abowers,Start,00:11:00
2480,1240,abowers,Success,00:50:00
2481,1241,rhurst,Start,00:02:00
2482,1241,rhurst,Success,00:23:00
2483,1242,dwaller,Start,00:08:00
2484,1242,dwaller,Failure,01:07:00
2485,1243,mmullen,Start,00:09:00
2486,1243,mmullen,Success,00:25:00
2487,1244,dkaplan,Start,00:06:00
2488,1244,dkaplan,Success,00:11:00
2489,1245,dwaller,Start,00:09:00
2490,1245,dwaller,Success,00:51:00
2491,1246,mgarner,Start,00:12:00
2492,1246,mgarner,Success,01:08:00
2493,1247,jwagoner,Start,00:04:00
2494,1247,jwagoner,Success,00:09:00
2495,1248,mfuentes,Start,00:09:00
2496,1248,mfuentes,Failure,00:48:00
2497,1249,lmackey,Start,00:08:00
2498,1249,lmackey,Success,01:07:00
2499,1250,abarker,Start,00:15:00
2500,1250,abarker,Success,00:47:00
2501,1251,gmcpherson,Start,00:03:00
2502,1251,gmcpherson,Success,00:37:00
2503,1252,dkaplan,Start,00:03:00
2504,1252,dkaplan,Success,00:36:00
2505,1253,dwalsh,Start,00:07:00
2506,1253,dwalsh,Failure,00:55:00
2507,1254,rhurst,Start,00:04:00
2508,1254,rhurst,Success,00:34:00
2509,1255,aclay,Start,00:01:00
2510,1255,aclay,Failure,00:33:00
2511,1256,lthayer,Start,00:05:00
2512,1256,lthayer,Success,00:47:00
2513,1257,lhorn,Start,00:06:00
2514,1257,lhorn,Success,00:11:00
2515,1258,gwade,Start,00:09:00
2516,1258,gwade,Success,00:36:00
2517,1259,gmcpherson,Start,00:04:00
2518,1259,gmcpherson,Success,00:46:00
2519,1260,mfuentes,Start,00:06:00
2520,1260,mfuentes,Success,00:50:00
2521,1261,fdonovan,Start,00:08:00
2522,1261,fdonovan,Failure,00:33:00
2523,1262,fdonovan,Start,00:04:00
2524,1262,fdonovan,Success,00:51:00
2525,1263,ymoses,Start,00:06:00
2526,1263,ymoses,Success,00:30:00
2527,1264,aclay,Start,00:07:00
2528,1264,aclay,Success,00:19:00
2529,1265,mpierce,Start,00:09:00
2530,1265,mpierce,Success,00:32:00
2531,1266,dkaplan,Start,00:12:00
2532,1266,dkaplan,Success,00:31:00
2533,1267,lcardiga,Start,00:17:00
2534,1267,lcardiga,Success,01:10:00
2535,1268,kmullins,Start,00:09:00
2536,1268,kmullins,Success,00:18:00
2537,1269,bmcfarland,Start,00:14:00
2538,1269,bmcfarland,Failure,01:13:00
2539,1270,abowers,Start,00:18:00
2540,1270,abowers,Success,00:32:00
2541,1271,lmackey,Start,00:06:00
2542,1271,lmackey,Failure,00:36:00
2543,1272,kshannon,Start,00:01:00
2544,1272,kshannon,Success,00:20:00
2545,1273,rvalencia,Start,00:08:00
2546,1273,rvalencia,Success,00:59:00
2547,1274,rhurst,Start,00:12:00
2548,1274,rhurst,Failure,00:58:00
2549,1275,abarker,Start,00:15:00
2550,1275,abarker,Success,00:50:00
2551,1276,fkaiser,Start,00:08:00
2552,1276,fkaiser,Success,00:44:00
2553,1277,bcameron,Start,00:12:00
2554,1277,bcameron,Success,00:59:00
2555,1278,cfry,Start,00:01:00
2556,1278,cfry,Success,00:29:00
2557,1279,mgarner,Start,00:07:00
2558,1279,mgarner,Success,00:51:00
2559,1280,wcary,Start,00:05:00
2560,1280,wcary,Success,00:22:00
2561,1281,abowers,Start,00:02:00
2562,1281,abowers,Success,00:17:00
2563,1282,cgamble,Start,00:08:00
2564,1282,cgamble,Success,01:06:00
2565,1283,kclayton,Start,00:13:00
2566,1283,kclayton,Success,00:33:00
2567,1284,bleonard,Start,00:05:00
2568,1284,bleonard,Success,00:40:00
2569,1285,mpierce,Start,00:09:00
2570,1285,mpierce,Success,00:51:00
2571,1286,fdonovan,Start,00:05:00
2572,1286,fdonovan,Success,00:12:00
2573,1287,gmcpherson,Start,00:05:00
2574,1287,gmcpherson,Failure,00:21:00
2575,1288,hbethann,Start,00:09:00
2576,1288,hbethann,Success,00:24:00
2577,1289,bmcfarland,Start,00:01:00
2578,1289,bmcfarland,Success,00:31:00
2579,1290,lhorn,Start,00:08:00
2580,1290,lhorn,Success,00:23:00
2581,1291,fdonovan,Start,00:06:00
2582,1291,fdonovan,Failure,00:42:00
2583,1292,bmelanie,Start,00:06:00
2584,1292,bmelanie,Success,01:02:00
2585,1293,rvalencia,Start,00:15:00
2586,1293,rvalencia,Success,00:27:00
2587,1294,mgarner,Start,00:22:00
2588,1294,mgarner,Success,00:29:00
2589,1295,bcameron,Start,00:07:00
2590,1295,bcameron,Success,00:31:00
2591,1296,bmelanie,Start,00:09:00
2592,1296,bmelanie,Failure,01:04:00
2593,1297,abarnes,Start,00:13:00
2594,1297,abarnes,Success,00:21:00
2595,1298,mfuentes,Start,00:07:00
2596,1298,mfuentes,Failure,00:45:00
2597,1299,cfry,Start,00:01:00
2598,1299,cfry,Success,00:20:00
2599,1300,cchoi,Start,00:05:00
2600,1300,cchoi,Success,00:12:00
2601,1301,bleonard,Start,00:09:00
2602,1301,bleonard,Success,00:39:00
2603,1302,mpierce,Start,00:01:00
2604,1302,mpierce,Failure,00:45:00
2605,1303,jwagoner,Start,00:09:00
2606,1303,jwagoner,Success,00:56:00
2607,1304,aclay,Start,00:11:00
2608,1304,aclay,Success,00:33:00
2609,1305,elawson,Start,00:12:00
2610,1305,elawson,Success,00:49:00
2611,1306,ymoses,Start,00:04:00
2612,1306,ymoses,Failure,00:43:00
2613,1307,lhorn,Start,00:05:00
2614,1307,lhorn,Success,00:53:00
2615,1308,hbethann,Start,00:06:00
2616,1308,hbethann,Failure,00:37:00
2617,1309,dkaplan,Start,00:05:00
2618,1309,dkaplan,Success,00:23:00
2619,1310,hbethann,Start,00:08:00
2620,1310,hbethann,Success,00:54:00
2621,1311,jgallegos,Start,00:17:00
2622,1311,jgallegos,Success,00:27:00
2623,1312,lcardiga,Start,00:08:00
2624,1312,lcardiga,Success,01:03:00
2625,1313,jmcintire,Start,00:11:00
2626,1313,jmcintire,Failure,00:44:00
2627,1314,bmelanie,Start,00:05:00
2628,1314,bmelanie,Success,00:31:00
2629,1315,msandoval,Start,00:06:00
2630,1315,msandoval,Failure,00:53:00
2631,1316,jclay,Start,00:07:00
2632,1316,jclay,Failure,01:05:00
2633,1317,bmcfarland,Start,00:14:00
2634,1317,bmcfarland,Failure,00:48:00
2635,1318,kmullins,Start,00:04:00
2636,1318,kmullins,Success,00:33:00
2637,1319,jclay,Start,00:04:00
2638,1319,jclay,Success,00:34:00
2639,1320,kshannon,Start,00:05:00
2640,1320,kshannon,Success,00:11:00
2641,1321,gmcpherson,Start,00:14:00
2642,1321,gmcpherson,Failure,01:03:00
2643,1322,elawson,Start,00:23:00
2644,1322,elawson,Failure,01:09:00
2645,1323,awest,Start,00:01:00
2646,1323,awest,Success,01:00:00
2647,1324,gwade,Start,00:10:00
2648,1324,gwade,Success,00:45:00
2649,1325,djohns,Start,00:06:00
2650,1325,djohns,Failure,00:12:00
2651,1326,bcameron,Start,00:04:00
2652,1326,bcameron,Success,00:39:00
2653,1327,ahill,Start,00:03:00
2654,1327,ahill,Success,00:48:00
2655,1328,mmullen,Start,00:05:00
2656,1328,mmullen,Success,00:52:00
2657,1329,lcardiga,Start,00:08:00
2658,1329,lcardiga,Success,00:36:00
2659,1330,jmcintire,Start,00:04:00
2660,1330,jmcintire,Success,00:47:00
2661,1331,lthayer,Start,00:13:00
2662,1331,lthayer,Failure,01:07:00
2663,1332,msandoval,Start,00:19:00
2664,1332,msandoval,Success,00:33:00
2665,1333,ghickey,Start,00:08:00
2666,1333,ghickey,Success,00:49:00
2667,1334,aclay,Start,00:03:00
2668,1334,aclay,Failure,00:42:00
2669,1335,lmackey,Start,00:04:00
2670,1335,lmackey,Success,00:20:00
2671,1336,gmcpherson,Start,00:05:00
2672,1336,gmcpherson,Success,00:11:00
2673,1337,bmcfarland,Start,00:06:00
2674,1337,bmcfarland,Failure,00:24:00
2675,1338,senglish,Start,00:08:00
2676,1338,senglish,Success,00:23:00
2677,1339,rhurst,Start,00:02:00
2678,1339,rhurst,Success,00:26:00
2679,1340,fkaiser,Start,00:05:00
2680,1340,fkaiser,Success,00:52:00
2681,1341,dkaplan,Start,00:09:00
2682,1341,dkaplan,Success,00:45:00
2683,1342,kmullins,Start,00:15:00
2684,1342,kmullins,Success,00:21:00
2685,1343,ghickey,Start,00:05:00
2686,1343,ghickey,Failure,01:02:00
2687,1344,lcardiga,Start,00:05:00
2688,1344,lcardiga,Success,00:33:00
2689,1345,fdonovan,Start,00:08:00
2690,1345,fdonovan,Failure,00:37:00
2691,1346,lhorn,Start,00:09:00
2692,1346,lhorn,Success,00:41:00
2693,1347,jmcintire,Start,00:05:00
2694,1347,jmcintire,Success,00:39:00
2695,1348,rmcfarland,Start,00:09:00
2696,1348,rmcfarland,Success,01:03:00
2697,1349,mfuentes,Start,00:07:00
2698,1349,mfuentes,Success,00:21:00
2699,1350,wcary,Start,00:09:00
2700,1350,wcary,Success,01:05:00
2701,1351,abarnes,Start,00:04:00
2702,1351,abarnes,Success,00:31:00
2703,1352,lhorn,Start,00:06:00
2704,1352,lhorn,Failure,00:54:00
2705,1353,hbethann,Start,00:07:00
2706,1353,hbethann,Success,00:23:00
2707,1354,bmelanie,Start,00:08:00
2708,1354,bmelanie,Success,00:58:00
2709,1355,mmullen,Start,00:17:00
2710,1355,mmullen,Failure,00:31:00
2711,1356,bcameron,Start,00:07:00
2712,1356,bcameron,Failure,00:41:00
2713,1357,abarker,Start,00:09:00
2714,1357,abarker,Success,00:39:00
2715,1358,rmcfarland,Start,00:03:00
2716,1358,rmcfarland,Success,01:00:00
2717,1359,fkaiser,Start,00:02:00
2718,1359,fkaiser,Success,00:39:00
2719,1360,bleonard,Start,00:04:00
2720,1360,bleonard,Failure,00:40:00
2721,1361,lthayer,Start,00:09:00
2722,1361,lthayer,Success,00:28:00
2723,1362,kclayton,Start,00:07:00
2724,1362,kclayton,Success,00:43:00
2725,1363,djohns,Start,00:09:00
2726,1363,djohns,Failure,00:41:00
2727,1364,bmelanie,Start,00:14:00
2728,1364,bmelanie,Failure,00:53:00
2729,1365,rhurst,Start,00:09:00
2730,1365,rhurst,Success,00:54:00
2731,1366,gwade,Start,00:18:00
2732,1366,gwade,Success,00:51:00
2733,1367,lcardiga,Start,00:09:00
2734,1367,lcardiga,Success,00:37:00
2735,1368,rhurst,Start,00:11:00
2736,1368,rhurst,Success,00:29:00
2737,1369,amccormick,Start,00:07:00
2738,1369,amccormick,Success,00:19:00
2739,1370,elawson,Start,00:09:00
2740,1370,elawson,Success,00:30:00
2741,1371,kclayton,Start,00:18:00
2742,1371,kclayton,Failure,00:53:00
2743,1372,gmcpherson,Start,00:20:00
2744,1372,gmcpherson,Success,01:08:00
2745,1373,cfry,Start,00:04:00
2746,1373,cfry,Failure,00:23:00
2747,1374,lmackey,Start,00:04:00
2748,1374,lmackey,Success,00:09:00
2749,1375,ghickey,Start,00:01:00
2750,1375,ghickey,Success,00:32:00
2751,1376,mmullen,Start,00:08:00
2752,1376,mmullen,Failure,00:30:00
2753,1377,amccormick,Start,00:05:00
2754,1377,amccormick,Success,00:22:00
2755,1378,rmcfarland,Start,00:08:00
2756,1378,rmcfarland,Success,00:26:00
2757,1379,fhiedi,Start,00:15:00
2758,1379,fhiedi,Failure,00:23:00
2759,1380,senglish,Start,00:04:00
2760,1380,senglish,Success,00:46:00
2761,1381,jgallegos,Start,00:12:00
2762,1381,jgallegos,Success,00:52:00
2763,1382,rvalencia,Start,00:05:00
2764,1382,rvalencia,Failure,00:10:00
2765,1383,jmcintire,Start,00:07:00
2766,1383,jmcintire,Success,00:18:00
2767,1384,abarker,Start,00:01:00
2768,1384,abarker,Failure,00:28:00
2769,1385,cmurphy,Start,00:04:00
2770,1385,cmurphy,Success,00:59:00
2771,1386,lthayer,Start,00:06:00
2772,1386,lthayer,Failure,00:24:00
2773,1387,fdonovan,Start,00:06:00
2774,1387,fdonovan,Success,00:15:00
2775,1388,kclayton,Start,00:01:00
2776,1388,kclayton,Success,00:53:00
2777,1389,wcary,Start,00:08:00
2778,1389,wcary,Success,00:27:00
2779,1390,cmurphy,Start,00:07:00
2780,1390,cmurphy,Success,00:41:00
2781,1391,awest,Start,00:01:00
2782,1391,awest,Success,00:55:00
2783,1392,dwalsh,Start,00:04:00
2784,1392,dwalsh,Failure,00:53:00
2785,1393,gmcpherson,Start,00:08:00
2786,1393,gmcpherson,Success,00:47:00
2787,1394,bmelanie,Start,00:04:00
2788,1394,bmelanie,Success,00:50:00
2789,1395,fkaiser,Start,00:07:00
2790,1395,fkaiser,Success,00:36:00
2791,1396,aclay,Start,00:09:00
2792,1396,aclay,Failure,00:39:00
2793,1397,kmullins,Start,00:06:00
2794,1397,kmullins,Success,00:25:00
2795,1398,vearleen,Start,00:09:00
2796,1398,vearleen,Success,00:34:00
2797,1399,hbethann,Start,00:01:00
2798,1399,hbethann,Success,00:27:00
2799,1400,jwagoner,Start,00:08:00
2800,1400,jwagoner,Failure,01:05:00
2801,1401,cchoi,Start,00:16:00
2802,1401,cchoi,Success,01:14:00
2803,1402,mmullen,Start,00:03:00
2804,1402,mmullen,Success,00:55:00
2805,1403,dwalsh,Start,00:09:00
2806,1403,dwalsh,Success,01:02:00
2807,1404,msandoval,Start,00:13:00
2808,1404,msandoval,Failure,00:32:00
2809,1405,cgamble,Start,00:05:00
2810,1405,cgamble,Success,00:36:00
2811,1406,mpierce,Start,00:04:00
2812,1406,mpierce,Success,00:41:00
2813,1407,senglish,Start,00:05:00
2814,1407,senglish,Success,00:21:00
2815,1408,alee,Start,00:06:00
2816,1408,alee,Failure,00:56:00
2817,1409,gwade,Start,00:01:00
2818,1409,gwade,Success,00:25:00
2819,1410,rvalencia,Start,00:02:00
2820,1410,rvalencia,Failure,00:19:00
2821,1411,cgamble,Start,00:04:00
2822,1411,cgamble,Failure,00:38:00
2823,1412,gwade,Start,00:06:00
2824,1412,gwade,Failure,00:11:00
2825,1413,awest,Start,00:05:00
2826,1413,awest,Failure,00:27:00
2827,1414,abarker,Start,00:07:00
2828,1414,abarker,Success,00:56:00
2829,1415,ymoses,Start,00:09:00
2830,1415,ymoses,Success,01:05:00
2831,1416,mgarner,Start,00:09:00
2832,1416,mgarner,Success,00:32:00
2833,1417,cchoi,Start,00:02:00
2834,1417,cchoi,Success,00:36:00
2835,1418,ymoses,Start,00:03:00
2836,1418,ymoses,Success,00:51:00
2837,1419,rlarson,Start,00:11:00
2838,1419,rlarson,Success,00:28:00
2839,1420,awest,Start,00:15:00
2840,1420,awest,Success,01:00:00
2841,1421,mgarner,Start,00:18:00
2842,1421,mgarner,Success,00:49:00
2843,1422,rmcfarland,Start,00:02:00
2844,1422,rmcfarland,Failure,00:21:00
2845,1423,dwaller,Start,00:07:00
2846,1423,dwaller,Success,00:30:00
2847,1424,gmcpherson,Start,00:12:00
2848,1424,gmcpherson,Success,00:39:00
2849,1425,gwade,Start,00:02:00
2850,1425,gwade,Success,00:16:00
2851,1426,djohns,Start,00:10:00
2852,1426,djohns,Failure,00:42:00
2853,1427,fhiedi,Start,00:18:00
2854,1427,fhiedi,Success,00:59:00
2855,1428,rlarson,Start,00:25:00
2856,1428,rlarson,Success,01:11:00
2857,1429,bcameron,Start,00:08:00
2858,1429,bcameron,Success,00:47:00
2859,1430,abarnes,Start,00:14:00
2860,1430,abarnes,Success,00:44:00
2861,1431,rmcbride,Start,00:22:00
2862,1431,rmcbride,Failure,00:53:00
2863,1432,awest,Start,00:05:00
2864,1432,awest,Success,00:49:00
2865,1433,jwagoner,Start,00:08:00
2866,1433,jwagoner,Failure,00:17:00
2867,1434,awest,Start,00:09:00
2868,1434,awest,Failure,00:58:00
2869,1435,msandoval,Start,00:01:00
2870,1435,msandoval,Failure,00:56:00
2871,1436,elawson,Start,00:07:00
2872,1436,elawson,Success,00:42:00
2873,1437,hbethann,Start,00:08:00
2874,1437,hbethann,Success,01:06:00
2875,1438,bmelanie,Start,00:06:00
2876,1438,bmelanie,Success,00:55:00
2877,1439,djohns,Start,00:09:00
2878,1439,djohns,Success,00:33:00
2879,1440,kclayton,Start,00:09:00
2880,1440,kclayton,Failure,00:40:00
2881,1441,dwaller,Start,00:12:00
2882,1441,dwaller,Failure,00:41:00
2883,1442,cfry,Start,00:18:00
2884,1442,cfry,Success,00:34:00
2885,1443,ctrevino,Start,00:05:00
2886,1443,ctrevino,Success,00:29:00
2887,1444,rvalencia,Start,00:06:00
2888,1444,rvalencia,Failure,00:22:00
2889,1445,jclay,Start,00:08:00
2890,1445,jclay,Success,00:38:00
2891,1446,jwagoner,Start,00:03:00
2892,1446,jwagoner,Success,01:02:00
2893,1447,kshannon,Start,00:08:00
2894,1447,kshannon,Success,00:31:00
2895,1448,rhurst,Start,00:09:00
2896,1448,rhurst,Failure,00:55:00
2897,1449,msandoval,Start,00:08:00
2898,1449,msandoval,Failure,00:32:00
2899,1450,lthayer,Start,00:16:00
2900,1450,lthayer,Failure,00:28:00
2901,1451,jclay,Start,00:07:00
2902,1451,jclay,Success,01:05:00
2903,1452,kclayton,Start,00:14:00
2904,1452,kclayton,Success,00:48:00
2905,1453,vearleen,Start,00:06:00
2906,1453,vearleen,Success,01:05:00
2907,1454,aclay,Start,00:12:00
2908,1454,aclay,Success,00:57:00
